교량명,시설물종별등급구분,시도명,시군구명,교량연장,교량폭,차로수,상부구조형식,최종안전점검결과,설계활하중,준공후경과년수,경간수,최대경간장,교통량
서안성IC3교,2,경기도,안성시,120,4.6,1,PSCI거더교,B,DB-24,21,4,30,29545
서안성IC교(제천),3,경기도,안성시,29.9,15.5,3,강플레이트거더교,B,DB-24,21,1,29.9,29545
서안성IC교(평택),3,경기도,안성시,29.9,12.4,2,강플레이트거더교,B,DB-24,21,1,29.9,29545
반제1교(제천),기타,경기도,안성시,15,12.2,2,라멘교,B,DB-24,15,1,15,29545
반제1교(평택),기타,경기도,안성시,15,15.7,3,라멘교,B,DB-24,15,1,15,29545
서안성IC4교,기타,경기도,안성시,15,14.4,1,라멘교,B,DB-24,15,1,15,29545
반제2교(제천),3,경기도,안성시,30.1,11.8,2,PSCI거더교,B,DB-24,15,1,30.1,29545
반제2교(평택),3,경기도,안성시,30.1,12.5,2,PSCI거더교,B,DB-24,15,1,30.1,29545
용두교(제천),기타,경기도,안성시,11,12.5,2,라멘교,B,DB-24,15,1,11,29545
용두교(평택),기타,경기도,안성시,11,11.8,2,라멘교,B,DB-24,15,1,11,29545
만정교(제천),기타,경기도,안성시,10,12,2,라멘교,B,DB-24,15,1,10,29545
만정교(평택),기타,경기도,안성시,10,12.5,2,라멘교,B,DB-24,15,1,10,29545
유천교(제천),3,경기도,안성시,60,11.8,2,PSCI거더교,B,DB-24,15,2,30,29545
유천교(평택),3,경기도,안성시,60,12.5,2,PSCI거더교,B,DB-24,15,2,30,29545
마정교(제천),1,경기도,안성시,120,12.5,2,강박스거더교,B,DB-24,15,3,50,29545
마정교(평택),1,경기도,안성시,120,11.8,2,강박스거더교,B,DB-24,15,3,50,29545
야촌교(제천),기타,경기도,안성시,10,11.8,2,라멘교,B,DB-24,15,1,10,29545
야촌교(평택),기타,경기도,안성시,10,12.5,2,라멘교,B,DB-24,15,1,10,29545
신두1교(제천),기타,경기도,안성시,12,12.5,2,라멘교,B,DB-24,15,1,12,29545
신두1교(평택),기타,경기도,안성시,12,11.8,2,라멘교,B,DB-24,15,1,12,29545
신두2교(제천),기타,경기도,안성시,10,15.3,2,라멘교,B,DB-24,15,1,10,29545
신두2교(평택),기타,경기도,안성시,10,14.2,2,라멘교,B,DB-24,15,1,10,29545
한천교(제천),2,경기도,안성시,150.6,12.5,2,PSCI거더교,B,DB-24,15,5,30.1,29545
한천교(평택),2,경기도,안성시,150.6,11.8,2,PSCI거더교,B,DB-24,15,5,30.1,29545
당촌교(제천),3,경기도,안성시,26,11.8,2,라멘교,B,DB-24,15,2,13,29545
당촌교(평택),3,경기도,안성시,26,12.5,2,라멘교,B,DB-24,15,2,13,29545
갈전안성천교(제천),2,경기도,안성시,150.6,11.8,2,PSCI거더교,B,DB-24,15,5,30.1,29545
갈전안성천교(평택),2,경기도,안성시,150.6,12.5,2,PSCI거더교,B,DB-24,15,5,30.1,29545
갈전1교(제천),3,경기도,안성시,30.1,11.8,2,PSCI거더교,B,DB-24,15,1,30.1,29545
갈전1교(평택),3,경기도,안성시,30.1,12.5,2,PSCI거더교,B,DB-24,15,1,30.1,29545
갈전2교(제천),3,경기도,안성시,35,11.8,2,PSCI거더교,B,DB-24,15,1,35,29545
갈전2교(평택),3,경기도,안성시,35,12.5,2,PSCI거더교,B,DB-24,15,1,35,29545
갈전육교,3,경기도,안성시,43.5,30,2,라멘교,B,DB-24,15,3,24.5,29545
보체1교(제천),기타,경기도,안성시,8,30.7,3,라멘교,B,DB-24,15,1,8,26618
보체1교(평택),기타,경기도,안성시,8,17.5,3,라멘교,B,DB-24,15,1,8,26618
남안성IC교(제천),3,경기도,안성시,35,16.1,3,강플레이트거더교,B,DB-24,15,1,35,26618
남안성IC교(평택),3,경기도,안성시,35,11.8,2,강플레이트거더교,B,DB-24,15,1,35,26618
남안성ICR-A교(제천),기타,경기도,안성시,12.6,11.4,2,라멘교,B,DB-24,15,1,12.6,26618
남안성ICR-A교(평택),기타,경기도,안성시,12.6,11.4,2,라멘교,B,DB-24,15,1,12.6,26618
동문육교(부산),3,경기도,안성시,47.1,19.3,4,RC슬래브교,B,DB-24,30,3,19,94892
동문육교(서울0),3,경기도,안성시,47.1,19.3,5,RC슬래브교,B,DB-24,30,3,19,94892
외가천교(부산),3,경기도,안성시,60,19.3,4,PSCI거더교,B,DB-24,30,2,30,88202
외가천교(서울0),3,경기도,안성시,60,19.3,4,PSCI거더교,B,DB-24,30,2,30,88202
지문육교(부산),기타,경기도,안성시,8.3,19.3,4,라멘교,B,DB-24,30,1,8.3,88202
지문육교(서울),기타,경기도,안성시,8.3,19.3,4,라멘교,B,DB-24,30,1,8.3,88202
원곡육교(부산),기타,경기도,안성시,12,19.3,4,라멘교,B,DB-24,30,1,12,88202
원곡육교(서울),기타,경기도,안성시,12,19.3,4,라멘교,B,DB-24,30,1,12,88202
진목육교(부산),기타,경기도,용인시,12,21.3,4,라멘교,B,DB-24,30,1,12,88202
진목육교(서울),기타,경기도,용인시,12,24,4,라멘교,B,DB-24,30,1,12,88202
진위천교(부산),2,경기도,용인시 처인구,162.2,19.3,5,강박스거더교,E,DB-24,30,4,45,88202
진위천교(서울),2,경기도,용인시 처인구,162.2,19.3,4,강박스거더교,E,DB-24,30,4,45,88202
외동천교(부산),3,경기도,용인시 처인구,54.1,19.3,5,RC중공슬래브교,B,DB-24,30,3,21,88202
외동천교(서울),3,경기도,용인시 처인구,54.1,19.3,5,RC중공슬래브교,B,DB-24,30,3,21,88202
대원교(부산),기타,경기도,오산시,10,23.4,6,라멘교,B,DB-24,30,1,10,92257
대원교(서울),기타,경기도,오산시,10,23.8,6,라멘교,B,DB-24,30,1,10,92257
오산IC육교(부산),3,경기도,오산시,60.1,19.3,5,PSC중공슬래브교,B,DB-24,30,3,26,92257
오산IC육교(서울),3,경기도,오산시,60.1,27.4,6,PSC중공슬래브교,B,DB-24,30,3,26,92257
부산교(부산),3,경기도,오산시,32.1,23.8,5,라멘교,B,DB-24,17,2,16.1,92257
부산교(서울),3,경기도,오산시,32.1,23.1,5,라멘교,B,DB-24,17,2,16.1,92257
동탄2교(부산),3,경기도,오산시,35,19.3,5,PSCI거더교,B,DB-24,30,1,35,92257
동탄2교(서울0),3,경기도,오산시,35,19.3,5,PSCI거더교,B,DB-24,30,1,35,92257
동탄2교(서울1),기타,경기도,오산시,37.6,5.3,1,라멘교,A,DB-24,4,1,35,92257
동탄1교(부산),3,경기도,오산시,30.1,19.3,5,PSCI거더교,B,DB-24,30,1,30.1,92257
동탄1교(서울0),3,경기도,오산시,30.1,19.3,5,PSCI거더교,B,DB-24,30,1,30.1,92257
동탄1교(서울1),기타,경기도,오산시,29.9,5.4,1,라멘교,A,DB-24,4,1,27.9,92257
송리교(부산),기타,경기도,화성시,11.2,19.3,5,라멘교,B,DB-24,30,1,11.2,90435
송리교(서울0),기타,경기도,화성시,11.2,19.3,5,라멘교,B,DB-24,30,1,11.2,90435
송리교(서울1),기타,경기도,오산시,13.1,6,1,라멘교,A,DB-24,4,1,11.2,90435
청계1교(부산),3,경기도,화성시,42.1,19.7,5,RC슬래브교,B,DB-24,30,3,15,90435
청계1교(서울),3,경기도,화성시,42.1,19.3,4,RC슬래브교,B,DB-24,30,3,15,90435
기흥IC10교,기타,경기도,화성시,10.6,24.8,6,강플레이트거더교,B,DB-24,13,1,10.6,96020
기흥IC1교,3,경기도,용인시 기흥구,34.1,30.6,3,라멘교,B,DB-24,13,1,34.1,96020
기흥IC2교,3,경기도,용인시 기흥구,40.4,17,2,PSCI거더교,B,DB-24,13,1,40.4,96020
기흥IC3교,3,경기도,용인시 기흥구,45.2,15.6,2,PSCI거더교,B,DB-24,13,1,45.2,96020
기흥IC4교,3,경기도,용인시 기흥구,90.6,8.5,1,PSCI거더교,B,DB-24,13,2,45.3,96020
기흥IC5교(진입),3,경기도,화성군,45,15.2,3,PSCI거더교,B,DB-24,13,1,45,96020
기흥IC5교(진출),3,경기도,화성군,45,15.2,3,PSCI거더교,B,DB-24,13,1,45,96020
기흥IC6교,3,경기도,용인시 기흥구,76,11.1,2,강박스거더교,B,DB-24,13,2,42.3,96020
기흥IC7교,기타,경기도,화성시,83.5,11.1,2,강박스거더교,B,DB-24,13,2,46.4,96020
기흥IC8교,3,경기도,용인시 기흥구,26,8.7,1,라멘교,B,DB-24,13,1,26,96020
기흥IC9교,3,경기도,용인시 기흥구,90.5,8.8,1,PSCI거더교,B,DB-24,13,2,46.2,96020
기흥IC교(진입),1,경기도,화성시,150.3,7.8,1,강박스거더교,E,DB-24,13,3,60,96020
기흥IC교(진출),1,경기도,화성시,150.3,11.4,1,강박스거더교,E,DB-24,13,3,60,96020
오산천교(진입),3,경기도,용인시 기흥구,98.2,18.6,4,강박스거더교,B,DB-24,13,2,49.1,96020
오산천교(진출),3,경기도,용인시 기흥구,98.2,18.6,4,강박스거더교,B,DB-24,13,2,49.1,96020
고매교(부산),3,경기도,용인시 기흥구,45,23.4,5,RC중공슬래브교,B,DB-24,30,2,22.5,96020
고매교(서울),3,경기도,용인시 기흥구,45,36.8,6,RC중공슬래브교,B,DB-24,30,2,22.5,96020
기흥육교(부산),3,경기도,용인시 기흥구,30.3,23.4,5,프리플렉스거더교,B,DB-24,30,1,30.3,96020
기흥육교(서울0),3,경기도,용인시 기흥구,30.3,23.4,5,프리플렉스거더교,B,DB-24,30,1,30.3,96020
기흥육교(서울1),3,경기도,용인시 기흥구,30.3,4.6,1,프리플렉스거더교,B,DB-24,13,1,30.3,96020
삼성고가차도,1,경기도,용인시 기흥구,165.2,13.1,2,강박스거더교,E,DB-24,16,3,65,96020
공세2교(부산),3,경기도,용인시 기흥구,30.5,23.4,5,프리플렉스거더교,B,DB-24,30,1,30.5,96020
공세2교(서울0),3,경기도,용인시 기흥구,30.5,19.3,4,프리플렉스거더교,B,DB-24,30,1,30.5,96020
공세2교(서울1),3,경기도,용인시 기흥구,30.5,4.4,1,프리플렉스거더교,B,DB-24,13,1,30.5,96020
공세1교(부산),3,경기도,용인시 기흥구,35,23.4,5,RC슬래브교,B,DB-24,30,3,13,96020
공세1교(서울0),3,경기도,용인시 기흥구,35,19.7,4,RC슬래브교,B,DB-24,30,3,13,96020
공세1교(서울1),3,경기도,용인시 기흥구,35,5.2,1,RC슬래브교,B,DB-24,13,3,13,96020
공세육교(부산),3,경기도,용인시 기흥구,30,23.4,5,프리플렉스거더교,B,DB-24,30,1,30,96020
공세육교(서울),3,경기도,용인시 기흥구,30,19.3,5,프리플렉스거더교,B,DB-24,30,1,30,96020
보평육교(부산),3,경기도,용인시 기흥구,35,19.7,5,프리플렉스거더교,B,DB-24,30,1,35,96020
보평육교(서울),3,경기도,용인시 기흥구,35,19.7,5,프리플렉스거더교,B,DB-24,30,1,35,96020
보평교(부산),3,경기도,용인시 기흥구,42.5,19.3,5,RC슬래브교,B,DB-24,30,4,11.5,96020
보평교(서울),3,경기도,용인시 기흥구,42.5,19.3,5,RC슬래브교,B,DB-24,30,4,11.5,96020
수원IC1교,1,경기도,용인시 기흥구,482.7,19.6,4,강박스거더교,E,DB-24,13,10,60.1,107111
수원IC2교,3,경기도,용인시 기흥구,90.3,8.9,1,강박스거더교,B,DB-24,13,2,45.2,107111
수원IC3교,기타,경기도,용인시 기흥구,15,27.9,2,라멘교,B,DB-24,13,1,15,107111
수원IC4교,3,경기도,용인시 기흥구,30.7,11.1,2,PSCI거더교,B,DB-24,13,1,30.7,107111
수원IC5교,기타,경기도,용인시 기흥구,12,15.1,3,라멘교,B,DB-24,13,1,12,107111
수원IC6교,기타,경기도,용인시 기흥구,6.1,27.8,1,강플레이트거더교,B,DB-24,13,1,6.1,107111
수원IC교,1,경기도,용인시 기흥구,124.2,8.7,1,강박스거더교,E,DB-24,13,3,50,107111
수원육교(부산0),3,경기도,용인시 기흥구,65.2,19.3,5,프리플렉스거더교,B,DB-24,31,3,25,107111
수원육교(부산1),3,경기도,용인시 기흥구,65.2,5.9,1,프리플렉스거더교,B,DB-24,13,3,25,107111
수원육교(서울),3,경기도,용인시 기흥구,65.2,23.4,6,프리플렉스거더교,B,DB-24,31,3,25,107111
영덕교(0),3,경기도,용인시 기흥구,70,15.3,3,RC슬래브교,B,DB-24,55,6,13,107111
영덕교(1),3,경기도,용인시 기흥구,70,5.8,1,RC슬래브교,B,DB-24,36,6,13,107111
영덕교(2),3,경기도,용인시 기흥구,70,8.8,2,RC슬래브교,B,DB-24,31,6,13,107111
영덕교(3),3,경기도,용인시,70,30,5,RC슬래브교,B,DB-24,27,6,13,107111
하갈교(부산),3,경기도,용인시 기흥구,70,22.3,5,RC슬래브교,B,DB-24,31,5,15,107111
하갈교(서울),3,경기도,용인시 기흥구,70,22.9,5,RC슬래브교,B,DB-24,31,5,15,107111
신갈2육교(부산),3,경기도,용인시 기흥구,60.4,23.2,5,프리플렉스거더교,B,DB-24,31,2,30.2,107111
신갈2육교(서울),3,경기도,용인시 기흥구,60.4,19.3,5,프리플렉스거더교,B,DB-24,31,2,30.2,107111
신갈1육교(부산),기타,경기도,용인시 기흥구,16,28.2,6,라멘교,B,DB-24,31,2,8,107111
신갈1육교(서울),기타,경기도,용인시 기흥구,16,36.6,6,라멘교,B,DB-24,31,2,8,107111
신갈JCT2교(부산),기타,경기도,용인시 기흥구,6.8,24,5,라멘교,B,DB-24,32,1,6.8,107111
신갈JCT2교(서울),기타,경기도,용인시 기흥구,6.8,24,5,라멘교,B,DB-24,32,1,6.8,107111
신갈JCT1교(부산),3,경기도,용인시 기흥구,40.7,19.2,4,프리플렉스거더교,B,DB-24,32,1,40.7,107111
신갈JCT1교(서울),3,경기도,용인시 기흥구,40.7,19.2,4,프리플렉스거더교,B,DB-24,32,1,40.7,107111
풍덕천교(부산),3,경기도,용인시 기흥구,75.4,19.3,5,PSCI거더교,B,DB-24,31,3,25.2,105559
풍덕천교(서울),3,경기도,용인시 기흥구,75.4,19.3,5,PSCI거더교,B,DB-24,31,3,25.2,105559
죽전육교(부산),3,경기도,용인시 수지구,40.4,23,5,프리플렉스거더교,B,DB-24,31,1,40.4,105559
죽전육교(서울),3,경기도,용인시 수지구,40.4,20.8,5,프리플렉스거더교,B,DB-24,31,1,40.4,105559
금곡교(부산0),3,경기도,성남시 분당구,74.9,15.7,4,RC슬래브교,B,DB-24,55,6,14.6,105559
금곡교(부산1),3,경기도,성남시 분당구,74.9,5.6,1,RC슬래브교,B,DB-24,31,6,14.6,105559
금곡교(서울0),3,경기도,성남시 분당구,74.9,15.7,4,RC슬래브교,B,DB-24,55,6,14.6,105559
금곡교(서울1),3,경기도,성남시 분당구,74.9,5.6,1,RC슬래브교,B,DB-24,31,6,14.6,105559
금곡육교(부산),3,경기도,성남시 분당구,40.4,19.3,5,프리플렉스거더교,B,DB-24,31,1,40.4,105559
금곡육교(서울),3,경기도,성남시 분당구,40.4,19.3,5,프리플렉스거더교,B,DB-24,31,1,40.4,105559
궁내2교(부산0),기타,경기도,성남시 분당구,10.8,11.2,2,라멘교,B,DB-24,36,1,10.8,105559
궁내2교(부산1),기타,경기도,성남시 분당구,10.8,23.9,5,라멘교,B,DB-24,31,1,10.8,105559
궁내2교(부산2),기타,경기도,성남시 분당구,10.8,21.3,4,라멘교,B,DB-24,13,1,10.8,105559
궁내2교(서울0),기타,경기도,성남시 분당구,10.8,27.2,5,라멘교,B,DB-24,36,1,10.8,105559
궁내2교(서울1),기타,경기도,성남시 분당구,10.8,33.6,5,라멘교,B,DB-24,31,1,10.8,105559
궁내1교(부산0),기타,경기도,성남시 분당구,10,19.3,4,라멘교,B,DB-24,31,1,10,105559
궁내1교(부산1),기타,경기도,성남시 분당구,10,13.2,2,라멘교,B,DB-24,13,1,10,105559
궁내1교(서울),기타,경기도,성남시 분당구,10,22.9,5,라멘교,B,DB-24,31,1,10,105559
판교3교(부산0),3,경기도,성남시 분당구,35,18.8,5,프리플렉스거더교,B,DB-24,31,1,35,74394
판교3교(부산1),3,경기도,성남시 분당구,35,7.8,2,프리플렉스거더교,B,DB-24,13,1,35,74394
판교3교(서울0),3,경기도,성남시 분당구,35,18.8,4,프리플렉스거더교,B,DB-24,31,1,35,74394
판교3교(서울1),3,경기도,성남시 분당구,35,4.2,1,프리플렉스거더교,B,DB-24,13,1,35,74394
판교2교(부산),3,경기도,성남시 분당구,60.5,27.6,7,PSCI거더교,B,DB-24,15,2,30.2,74394
판교2교(서울),3,경기도,성남시 분당구,60.5,22.6,5,PSCI거더교,B,DB-24,15,2,30.2,74394
판교1교(부산0),3,경기도,성남시 분당구,62.8,22.8,5,RC슬래브교,B,DB-24,31,4,18,74394
판교1교(부산1),3,경기도,성남시 분당구,62.8,4.2,1,RC슬래브교,B,DB-24,13,4,18,74394
판교1교(서울),3,경기도,성남시 분당구,62.7,19.3,5,RC슬래브교,B,DB-24,31,4,18,74394
판교IC램프E교(부산),3,경기도,성남시 분당구,25.7,29.3,7,PSCI거더교,B,DB-24,15,1,25.7,74394
판교IC램프E교(서울),3,경기도,성남시 분당구,25.7,22.6,5,PSCI거더교,B,DB-24,15,1,25.7,74394
판교IC1교,3,경기도,성남시 분당구,36.5,12.1,2,라멘교,B,DB-24,13,2,18.2,74394
판교IC2교,3,경기도,성남시 분당구,25.3,14.1,2,PSCI거더교,B,DB-24,13,1,25.3,74394
판교IC3교,3,경기도,성남시 분당구,45.4,19.3,4,PSCI거더교,B,DB-24,13,1,45.4,74394
판교IC교,1,경기도,성남시 분당구,160.3,14.7,3,강박스거더교,E,DB-24,13,3,68,74394
내동교(부산0),기타,경기도,성남시 분당구,8,17.2,3,RC슬래브교,B,DB-24,54,1,8,74394
내동교(부산1),기타,경기도,성남시 분당구,8,5.1,1,RC슬래브교,B,DB-24,32,1,8,74394
내동교(부산2),기타,경기도,성남시 분당구,8,10,2,RC슬래브교,B,DB-24,28,1,8,74394
내동교(서울0),기타,경기도,성남시 분당구,8,14.2,3,RC슬래브교,B,DB-24,54,1,8,74394
내동교(서울1),기타,경기도,성남시 분당구,8,9.1,2,RC슬래브교,B,DB-24,32,1,8,74394
내동교(서울2),기타,경기도,성남시 분당구,8,19.1,4,RC슬래브교,B,DB-24,13,1,8,74394
판교JCT육교(부산),기타,경기도,성남시 수정구,11.7,23.3,5,라멘교,B,DB-24,32,1,11.7,74394
판교JCT육교(서울0),기타,경기도,성남시 수정구,11.7,23.3,6,라멘교,B,DB-24,32,1,11.7,74394
판교JCT육교(서울1),기타,경기도,성남시 수정구,11.7,5.5,1,라멘교,B,DB-24,13,1,11.7,74394
외동교(부산),3,경기도,성남시 수정구,34.4,23.3,5,라멘교,B,DB-24,32,3,13,74394
외동교(서울0),3,경기도,성남시 수정구,34.4,23.3,6,라멘교,B,DB-24,32,3,13,74394
외동교(서울1),3,경기도,성남시 수정구,34.4,6.7,1,라멘교,B,DB-24,13,3,13,74394
금토교(부산),3,경기도,성남시 수정구,35.9,23.3,4,프리플렉스거더교,B,DB-24,32,1,35.9,74394
금토교(서울),3,경기도,성남시 수정구,35.9,23.3,5,프리플렉스거더교,B,DB-24,32,1,35.9,74394
금토JCTRamp-A교,1,경기도,성남시 수정구,257.3,11.3,2,강박스거더교,B,DB-24,5,5,60,74394
상적교(부산0),3,경기도,성남시 수정구,54,18.6,4,강플레이트거더교,B,DB-24,35,3,21,96080
상적교(부산1),기타,경기도,성남시 수정구,53.9,6.2,1,강플레이트거더교,B,DB-24,8,3,21,96080
상적교(서울0),3,경기도,성남시 수정구,54,15.1,4,강플레이트거더교,B,DB-24,35,3,21,96080
상적교(서울1),3,경기도,성남시 수정구,54,4.6,1,강플레이트거더교,B,DB-24,31,3,21,96080
상적교(서울2),기타,경기도,성남시 수정구,53.9,4.6,1,강플레이트거더교,B,DB-24,8,3,21,96080
원지2교(부산0),기타,서울특별시,서초구,18,19.3,4,라멘교,B,DB-24,31,2,9,96080
원지2교(부산1),기타,서울특별시,서초구,18,8.4,2,라멘교,B,DB-24,8,2,9,96080
원지2교(서울0),기타,서울특별시,서초구,18,19.3,5,라멘교,B,DB-24,31,2,9,96080
원지2교(서울1),기타,서울특별시,서초구,18,3.9,1,라멘교,B,DB-24,8,2,9,96080
원지1교(부산0),기타,서울특별시,서초구,12,19.3,4,라멘교,B,DB-24,31,1,12,96080
원지1교(부산1),기타,서울특별시,서초구,12,3.9,1,라멘교,B,DB-24,8,1,12,96080
원지1교(서울),기타,서울특별시,서초구,12,19.3,5,라멘교,B,DB-24,31,1,12,96080
양재육교(부산),3,서울특별시,서초구,70,23.4,6,프리플렉스거더교,B,DB-24,28,2,35,96080
양재육교(서울),3,서울특별시,서초구,70,23.4,5,프리플렉스거더교,B,DB-24,28,2,35,96080
신갈JCT3육교,3,경기도,용인시 기흥구,40.2,12.2,2,프리플렉스거더교,B,DB-24,32,1,40.2,107111
신갈JCT4육교,1,경기도,용인시 기흥구,100.2,12.2,2,강박스거더교,B,DB-24,32,2,50.1,107111
동문육교(서울1),3,경기도,안성군,47,6.5,1,RC슬래브교,B,DB-24,21,3,19,94892
외가천교(서울1),3,경기도,안성군,60,8.5,2,PSCI거더교,B,DB-24,21,2,30,88202
안성JCT4교,3,경기도,안성군,60,11.1,2,PSCI거더교,B,DB-24,21,2,30,88202
안성JCT3교,3,경기도,안성군,47,16.2,3,RC슬래브교,B,DB-24,21,3,19,94892
판교IC4교,기타,경기도,성남시 분당구,32,6.9,1,PSCI거더교,A,DB-24,5,1,32,74394
금토JCTRamp-B교,1,경기도,성남시 수정구,317.3,9.2,1,강박스거더교,B,DB-24,5,6,62.2,74394
목동1교,2,경기도,이천시,210,13.6,2,PSCI거더교,B,DB-24,22,7,30,27962
목동교,1,경기도,이천시,145,14.5,2,강박스거더교,B,DB-24,22,3,65,27962
목리1교(이천),2,경기도,이천시,150,12.2,2,PSCI거더교,B,DB-24,22,5,30,27962
목리1교(하남),2,경기도,이천시,150,12.2,2,PSCI거더교,B,DB-24,22,5,30,27962
서이천IC3교,기타,경기도,이천시,11.4,11.4,1,라멘교,A,DB-24,22,1,11.4,27962
장암1교(이천),기타,경기도,이천시,15,13.7,2,라멘교,A,DB-24,22,1,15,27962
장암1교(하남),기타,경기도,이천시,15,13.7,2,라멘교,A,DB-24,22,1,15,27962
서이천IC2교,기타,경기도,이천시,11.4,11.4,1,라멘교,A,DB-24,22,1,11.4,27962
장암2교(이천),기타,경기도,이천군,14.2,12.2,2,라멘교,A,DB-24,22,1,14.2,27962
장암2교(하남),기타,경기도,이천군,14.2,12.2,2,라멘교,A,DB-24,22,1,14.2,27962
고척3교(이천),기타,경기도,이천시,12,12.2,2,라멘교,A,DB-24,22,1,12,27962
고척3교(하남),기타,경기도,이천시,12,12.2,2,라멘교,A,DB-24,22,1,12,27962
고척2교(이천),1,경기도,이천시,60.2,13.6,2,아치교,B,DB-24,22,1,60.2,27962
고척2교(하남),1,경기도,이천시,60.2,13.6,2,아치교,B,DB-24,22,1,60.2,27962
고척1교(이천),1,경기도,이천군,60,13.1,2,아치교,B,DB-24,22,1,60,27962
고척1교(하남),1,경기도,이천시,60,13.1,2,아치교,B,DB-24,22,1,60,27962
용면3교(이천),2,경기도,이천시,360,12.2,2,PSCI거더교,B,DB-24,22,12,30,27962
용면3교(하남0),2,경기도,이천시,360,12.2,2,PSCI거더교,B,DB-24,22,12,30,27962
용면3교(하남1),2,경기도,이천군,360,5.6,1,PSCI거더교,B,DB-24,17,12,30,27962
용면2교(이천),2,경기도,이천시,120,12.2,2,PSCI거더교,B,DB-24,22,4,30,27962
용면2교(하남),2,경기도,이천시,120,12.2,2,PSCI거더교,B,DB-24,22,4,30,27962
진우1교(이천),3,경기도,광주시,90,12.2,2,PSCI거더교,B,DB-24,22,3,30,27962
진우1교(하남),3,경기도,광주시,90,12.2,2,PSCI거더교,B,DB-24,22,3,30,27962
진우교(이천),3,경기도,광주시,30,12.2,2,라멘교,B,DB-24,22,2,15,27962
진우교(하남),3,경기도,광주시,30,12.2,2,라멘교,B,DB-24,22,2,15,27962
노곡천1교(이천),2,경기도,광주시,120,12.2,2,PSCI거더교,B,DB-24,22,4,30,39862
노곡천1교(하남),2,경기도,광주시,120,12.2,2,PSCI거더교,B,DB-24,22,4,30,39862
궁평1교(이천),3,경기도,광주시,60,12.2,2,PSCI거더교,B,DB-24,22,2,30,39862
궁평1교(하남),3,경기도,광주시,60,12.2,2,PSCI거더교,B,DB-24,22,2,30,39862
곤지암교(이천),1,경기도,광주시,275,12.2,2,강박스거더교,B,DB-24,22,6,50,39862
곤지암교(하남),1,경기도,광주시,245,12.2,2,강박스거더교,B,DB-24,22,5,55,39862
삼리1교(이천),3,경기도,광주시,40,19,2,라멘교,A,DB-24,22,3,15,39862
삼리1교(하남),3,경기도,광주시,40,19,2,라멘교,A,DB-24,22,3,15,39862
삼리교(이천),2,경기도,광주시,125,12.2,2,강박스거더교,B,DB-24,22,3,45,39862
삼리교(하남),2,경기도,광주시,125,12.2,2,강박스거더교,B,DB-24,22,3,45,39862
곤지암천1교(이천),2,경기도,광주시,150,12.2,2,PSCI거더교,B,DB-24,22,5,30,39862
곤지암천1교(하남),2,경기도,광주시,150,12.2,2,PSCI거더교,B,DB-24,22,5,30,39862
늑현교(이천),기타,경기도,광주시,15,12.7,2,라멘교,B,DB-24,22,1,15,39862
늑현교(하남),기타,경기도,광주시,15,12.7,2,라멘교,A,DB-24,22,1,15,39862
초월1교(이천),3,경기도,광주시,60,12.2,2,PSCI거더교,B,DB-24,22,2,30,39862
초월1교(하남),3,경기도,광주시,60,12.2,2,PSCI거더교,B,DB-24,22,2,30,39862
선동1교(이천),기타,경기도,광주시,15,12.2,2,라멘교,A,DB-24,22,1,15,39862
선동1교(하남),기타,경기도,광주시,15,12.2,2,라멘교,A,DB-24,22,1,15,39862
신월1교(이천),기타,경기도,광주시,15,12.2,2,라멘교,A,DB-24,22,1,15,39862
신월1교(하남),기타,경기도,광주시,15,12.2,2,라멘교,A,DB-24,22,1,15,39862
신월천1교(이천),3,경기도,광주군,90,12.2,2,PSCI거더교,B,DB-24,22,3,30,39862
신월천1교(하남),3,경기도,광주시,90,12.2,2,PSCI거더교,B,DB-24,22,3,30,39862
지월1교(이천),2,경기도,광주시,120.5,12.2,2,PSCI거더교,B,DB-24,22,4,30.2,39862
지월1교(하남),2,경기도,광주시,120.5,12.2,2,PSCI거더교,B,DB-24,22,4,30.2,39862
경안천1교(이천),2,경기도,광주시,271.3,12.6,2,PSCI거더교,B,DB-24,22,9,30.2,39862
경안천1교(하남),2,경기도,광주시,271.3,12.6,2,PSCI거더교,B,DB-24,22,9,30.2,39862
번천5교(이천),1,경기도,광주시,380,12.6,2,PSC박스거더교,B,DB-24,22,8,50,39862
번천5교(하남),1,경기도,광주시,380,12.6,2,PSC박스거더교,B,DB-24,22,8,50,39862
번천4교(이천),1,경기도,광주시,430,12.1,2,PSC박스거더교,B,DB-24,22,9,50,39862
번천4교(하남),1,경기도,광주시,430,12.1,2,PSC박스거더교,B,DB-24,22,9,50,39862
번천교(이천),기타,경기도,광주시,15,21.4,2,라멘교,A,DB-24,22,1,15,39862
번천교(하남),기타,경기도,광주시,15,21.4,2,라멘교,A,DB-24,22,1,15,39862
천진암교(이천),1,경기도,광주시,339.6,12.2,2,강박스거더교,B,DB-24,22,7,50,39862
천진암교(하남),1,경기도,광주군,339.6,12.2,2,강박스거더교,B,DB-24,22,7,50,39862
엄미4교(이천),기타,경기도,광주군,11,13,2,라멘교,A,DB-24,22,1,11,39862
엄미4교(하남),기타,경기도,광주군,11,13,2,라멘교,A,DB-24,22,1,11,39862
엄미교(이천),2,경기도,광주시,150,12.6,2,PSCI거더교,B,DB-24,22,5,30,39862
엄미교(하남),2,경기도,광주시,150,12.6,2,PSCI거더교,B,DB-24,22,5,30,39862
